gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService    ,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract      ,PaperlessBilling,PaymentMethod            ,MonthlyCharges,TotalCharges,PaymentMethod**3,log(TotalCharges),InternetService**3,1/TotalCharges,OnlineSecurity**3,TechSupport**3,Churn
1,1,1,0,31,1,2,1,1,1,2,1,2,1,1,1,2,90.7,2835.5,8,7.949973567,1,0.000352671,1,1,0
1,0,1,0,12,1,2,0,2,1,2,1,2,2,1,0,2,78.85,876.75,8,6.776221889,0,0.001140576,8,1,0
1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,114.9,8496.7,8,9.047433132,1,0.000117693,8,8,0
1,0,1,1,38,1,1,2,0,0,0,0,0,0,2,1,3,19.95,756.4,27,6.628570337,8,0.001322052,0,0,0
0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,3,45.05,45.05,27,3.807772984,0,0.022197558,1,1,1
1,1,0,0,56,1,2,0,2,1,2,2,1,2,2,0,0,73.25,4054.2,0,8.30750866,0,0.000246658,8,8,0
1,0,0,0,4,1,1,0,1,2,1,1,1,1,0,0,1,50.7,151.3,1,5.019264621,0,0.006609385,1,1,1
1,1,0,0,3,1,1,0,1,1,1,1,1,1,0,0,2,45,127.1,8,4.844974178,0,0.007867821,1,1,1
0,1,0,0,35,1,2,1,1,1,2,1,2,2,0,1,2,101.4,3496.3,8,8.159460545,1,0.000286017,1,1,1
1,0,1,0,34,1,2,2,0,0,0,0,0,0,0,0,2,24.7,780.2,8,6.659550297,8,0.001281723,0,0,0
0,0,1,0,72,1,2,1,2,2,2,2,1,2,2,0,0,105.6,7581.5,0,8.933466348,1,0.0001319,8,8,0
1,0,0,0,35,1,1,2,0,0,0,0,0,0,1,0,3,20.75,700.45,27,6.551722986,8,0.001427654,0,0,0
1,0,0,0,57,0,0,0,2,1,2,2,1,1,1,1,1,41.1,2258.25,1,7.722345456,0,0.000442821,8,8,0
1,0,1,1,66,1,2,0,2,2,2,2,2,2,2,0,1,89.9,5958.85,1,8.692632788,0,0.000167818,8,8,0
0,1,1,0,7,1,2,1,1,1,2,1,2,2,0,1,2,101.95,700.85,8,6.552293884,1,0.001426839,1,1,1
1,0,0,0,58,1,2,1,2,1,1,1,1,1,0,1,0,79.8,4526.85,0,8.417781612,1,0.000220904,8,1,0
1,0,0,0,8,1,1,2,0,0,0,0,0,0,1,1,0,20.2,140.95,0,4.948405218,8,0.007094714,0,0,0
1,0,1,1,32,1,2,1,2,1,1,1,2,1,0,0,2,89.6,2901.8,8,7.973086513,1,0.000344614,8,1,0
0,0,0,0,54,1,2,0,2,1,2,2,2,2,2,0,0,87.1,4735.2,0,8.462779243,0,0.000211184,8,8,0
0,0,1,1,51,1,2,2,0,0,0,0,0,0,2,1,3,24.95,1222.25,27,7.108448701,8,0.000818163,0,0,0
0,0,0,0,12,1,1,0,1,2,1,2,1,1,0,1,3,53.75,648.65,27,6.47489328,0,0.001541663,1,8,0
0,0,1,0,70,1,2,0,2,1,1,2,2,2,2,1,1,76.95,5289.8,1,8.573535717,0,0.000189043,8,8,0
0,0,0,0,72,1,2,0,2,1,2,2,2,2,2,0,1,84.3,5997.1,1,8.699031298,0,0.000166747,8,8,0
1,1,1,0,58,1,2,1,1,1,1,2,2,2,0,1,0,100.4,5749.8,0,8.656920351,1,0.000173919,1,8,0
0,0,1,1,24,1,1,2,0,0,0,0,0,0,1,0,3,20.25,439.75,27,6.086206384,8,0.002274019,0,0,0
1,0,0,0,66,1,2,2,0,0,0,0,0,0,2,1,1,25.15,1683.6,1,7.428689637,8,0.000593965,0,0,0
0,0,0,0,33,1,1,2,0,0,0,0,0,0,2,0,3,20.35,689.75,27,6.536329213,8,0.001449801,0,0,0
0,0,1,0,46,1,2,1,1,2,2,1,2,1,1,1,2,94.65,4312.5,8,8.369273061,1,0.000231884,1,1,0
0,0,1,1,46,1,2,2,0,0,0,0,0,0,1,0,2,24.9,1174.8,8,7.068853199,8,0.000851209,0,0,0
0,0,0,0,7,1,2,2,0,0,0,0,0,0,0,0,3,23.5,173,27,5.153291594,8,0.005780347,0,0,0
0,0,1,0,19,1,2,1,2,2,1,2,1,1,0,1,1,88.8,1672.35,1,7.421985102,1,0.000597961,8,8,0
0,0,0,1,12,1,1,2,0,0,0,0,0,0,2,0,0,19.35,212.3,0,5.358000369,8,0.004710316,0,0,0
0,1,0,0,12,0,0,0,1,1,2,2,1,2,0,1,2,43.65,526.95,8,6.267105667,0,0.001897713,1,8,1
1,0,1,1,23,1,1,2,0,0,0,0,0,0,2,1,3,19.65,451.55,27,6.112686109,8,0.002214594,0,0,0
0,1,1,0,45,1,2,0,2,1,2,2,1,2,2,0,1,75.15,3480.35,1,8.154888142,0,0.000287327,8,8,0
1,1,1,0,3,0,0,0,1,2,1,1,1,1,0,1,2,30.75,82.85,8,4.417031744,0,0.012070006,1,1,0
1,0,1,1,7,1,1,2,0,0,0,0,0,0,1,0,3,20.65,134.05,27,4.898212865,8,0.007459903,0,0,0
1,0,0,1,7,1,1,1,1,1,1,1,1,1,0,1,2,71.05,472.65,8,6.158355157,1,0.00211573,1,1,0
1,0,1,1,3,1,1,2,0,0,0,0,0,0,0,0,3,19.65,60.65,27,4.105119635,8,0.016488046,0,0,0
0,0,0,0,72,1,2,0,2,2,1,2,2,2,2,0,1,86.05,6309.65,1,8.749835486,0,0.000158487,8,8,0
1,0,1,1,4,1,1,0,1,2,1,2,1,1,0,0,3,56.5,235.1,27,5.460010956,0,0.004253509,1,8,1
1,1,0,0,3,1,1,1,1,1,1,1,1,1,0,1,2,70.4,204.7,8,5.321545493,1,0.004885198,1,1,1
1,0,0,0,51,1,2,1,1,2,2,2,2,2,1,1,2,111.5,5703.25,8,8.648791467,1,0.000175339,1,8,0
0,1,0,1,11,1,1,0,1,2,1,2,1,1,0,1,2,54.55,601.25,8,6.399010821,0,0.001663202,1,8,0
0,1,0,0,27,1,2,1,1,2,1,1,1,1,0,1,2,81.45,2122.05,8,7.660137882,1,0.000471242,1,1,1
1,0,1,1,59,1,2,1,1,2,2,1,2,2,1,1,2,106.15,6256.2,8,8.741328251,1,0.000159841,1,1,0
0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,1,2,79.05,79.05,8,4.370080564,1,0.012650221,1,1,1
0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,3,45.6,45.6,27,3.819907717,0,0.021929825,1,1,0
0,0,1,1,22,1,2,0,1,1,2,2,2,2,1,1,3,78.65,1663.75,27,7.41682937,0,0.000601052,1,8,0
0,0,1,0,40,1,2,0,1,2,1,2,2,1,1,0,1,70.75,2921.75,1,7.979938031,0,0.000342261,1,8,0
1,0,1,1,65,1,2,1,2,2,1,2,2,1,2,1,1,99.05,6416.7,1,8.766659246,1,0.000155843,8,8,0
0,0,0,0,2,1,1,1,1,1,1,1,2,1,0,0,2,79,143.65,8,4.967379785,1,0.006961364,1,1,1
1,0,1,0,56,1,1,1,1,1,2,2,2,2,0,1,2,98.7,5669.5,8,8.642856209,1,0.000176382,1,8,0
0,0,1,0,10,1,1,1,1,2,1,2,2,2,0,1,2,99.85,990.9,8,6.898613621,1,0.001009184,1,8,1
1,0,1,1,70,1,2,1,1,2,2,1,2,2,1,1,2,106.5,7397,8,8.908829792,1,0.00013519,1,1,0
1,0,0,0,63,1,2,1,2,2,2,1,2,2,0,0,1,108.25,6780.1,1,8.82174713,1,0.00014749,8,1,0
1,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0,2,76.35,76.35,8,4.335328032,1,0.013097577,1,1,1
1,0,0,0,16,1,2,1,1,1,1,1,1,1,0,1,1,74.75,1129.35,1,7.029397525,1,0.000885465,1,1,0
1,0,1,1,52,1,1,0,1,1,2,1,1,1,1,1,0,50.95,2610.65,0,7.867354511,0,0.000383046,1,1,0
1,0,0,1,41,1,1,2,0,0,0,0,0,0,1,1,1,20.25,865,1,6.762729507,8,0.001156069,0,0,0
0,0,1,0,60,1,2,1,1,1,2,1,2,2,2,0,1,101.15,6067.4,1,8.710685456,1,0.000164815,1,1,0
0,0,0,0,5,1,1,0,1,2,1,2,1,2,0,1,0,65.6,339.9,0,5.828651457,0,0.002942042,1,8,0
1,0,1,0,72,1,2,1,2,2,2,1,2,2,2,1,1,110.65,8065.65,1,8.995369582,1,0.000123983,8,1,0
1,0,0,0,33,1,2,2,0,0,0,0,0,0,2,0,1,25.7,826.1,1,6.716715832,8,0.001210507,0,0,0
1,0,1,0,8,1,1,2,0,0,0,0,0,0,0,0,0,20.15,156.25,0,5.051457289,8,0.0064,0,0,1
1,0,0,0,24,1,2,1,1,2,2,1,2,2,0,1,2,104.15,2494.65,8,7.821903718,1,0.000400858,1,1,0
0,0,0,0,26,1,1,2,0,0,0,0,0,0,0,0,3,20.9,518.3,27,6.250554225,8,0.001929385,0,0,0
1,0,1,1,6,0,0,0,1,2,2,2,1,1,2,0,3,40.55,217.5,27,5.382198851,0,0.004597701,1,8,0
1,0,0,0,70,1,2,1,1,2,2,2,1,1,1,1,0,90.25,6385.95,0,8.761855544,1,0.000156594,1,8,0
0,1,1,0,17,1,1,1,1,1,1,1,1,2,0,0,0,81.5,1329.2,0,7.192332536,1,0.000752332,1,1,1
0,0,1,1,70,1,1,2,0,0,0,0,0,0,2,0,1,20.05,1360.25,1,7.215423785,8,0.000735159,0,0,0
1,1,1,1,65,1,2,1,1,1,2,2,2,2,1,1,0,103.9,6767.1,0,8.819827914,1,0.000147774,1,8,0
0,0,1,1,35,1,2,2,0,0,0,0,0,0,2,0,0,25.45,809.25,0,6.696107893,8,0.001235712,0,0,0
0,0,0,0,1,1,1,0,1,1,2,1,1,1,0,1,3,49.65,49.65,27,3.90499839,0,0.020140987,1,1,1
1,0,0,1,2,1,1,2,0,0,0,0,0,0,0,1,2,19.6,35.85,8,3.579343567,8,0.027894003,0,0,1
0,0,0,0,63,1,2,1,1,2,1,1,1,2,1,0,1,90.45,5825.5,1,8.670000112,1,0.000171659,1,1,0
0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,3,20,20,27,2.995732274,8,0.05,0,0,0
0,1,0,0,13,1,1,0,1,2,1,1,2,1,0,1,2,59.9,788.35,8,6.669942154,0,0.001268472,1,1,0
1,0,1,1,37,1,1,2,0,0,0,0,0,0,0,0,2,19.35,683.75,8,6.527592354,8,0.001462523,0,0,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,1,90.55,6239.05,1,8.738583206,0,0.000160281,8,8,0
1,0,0,0,15,1,1,0,1,1,2,1,1,2,0,1,2,59.45,892.65,8,6.794194567,0,0.00112026,1,1,1
0,0,0,1,27,1,1,2,0,0,0,0,0,0,0,0,3,19.15,537.35,27,6.286649651,8,0.001860984,0,0,0
1,0,1,1,43,1,2,1,1,1,2,1,2,2,0,1,0,99.3,4209.95,0,8.34520605,1,0.000237533,1,1,0
1,0,1,0,61,1,2,1,1,1,1,2,2,2,1,0,0,101.15,6383.9,0,8.761534475,1,0.000156644,1,8,0
1,0,0,0,13,1,2,1,2,1,1,1,2,2,0,1,2,100.35,1358.85,8,7.214394033,1,0.000735916,8,1,1
0,0,0,0,57,1,1,2,0,0,0,0,0,0,2,0,1,18.8,1094.35,1,6.997915859,8,0.000913784,0,0,0
1,0,1,0,24,1,1,2,0,0,0,0,0,0,1,0,3,20.15,456.85,27,6.124355109,8,0.002188902,0,0,0
1,0,1,0,64,1,1,0,2,2,2,2,1,2,2,1,3,74.35,4759.55,27,8.467908405,0,0.000210104,8,8,0
1,0,0,0,23,1,2,0,2,1,1,1,1,1,0,0,2,54.4,1249.25,8,7.13029865,0,0.00080048,8,1,0
0,0,0,0,27,1,1,0,2,2,1,1,1,1,1,0,0,55.45,1477.65,0,7.298208267,0,0.00067675,8,1,0
0,0,0,0,29,1,1,2,0,0,0,0,0,0,1,0,3,19.1,529.5,27,6.271933165,8,0.001888574,0,0,0
0,0,0,0,9,0,0,0,2,1,2,2,1,2,1,0,3,50.8,463.6,27,6.139022111,0,0.002157032,8,8,0
1,0,1,1,55,1,2,1,2,1,1,1,2,2,1,0,3,100.9,5448.6,27,8.603113974,1,0.000183533,8,1,0
1,0,0,0,13,1,2,1,1,1,1,1,1,1,0,1,3,75,999.45,27,6.907205128,1,0.00100055,1,1,1
0,1,1,1,68,1,2,1,1,1,2,2,2,2,1,1,1,107.15,7379.8,1,8.906501817,1,0.000135505,1,8,0
0,0,1,1,61,1,1,2,0,0,0,0,0,0,2,0,1,20.55,1305.95,1,7.174686024,8,0.000765726,0,0,0
0,0,0,1,27,1,1,2,0,0,0,0,0,0,1,0,1,20.05,552.9,1,6.315177153,8,0.001808645,0,0,0
1,0,0,0,2,0,0,0,1,1,1,1,1,1,0,0,2,24.5,46.4,8,3.837299459,0,0.021551724,1,1,0
0,0,1,1,41,1,2,0,1,2,2,1,2,1,1,0,0,68.5,2839.95,0,7.951541725,0,0.000352119,1,1,0
0,0,1,0,71,1,2,1,1,1,2,1,2,2,1,1,1,98.65,6962.85,1,8.848344152,1,0.000143619,1,1,0
0,1,0,0,63,1,2,1,2,2,2,1,2,2,0,1,0,109.4,7031.45,0,8.858148222,1,0.000142218,8,1,0
0,0,1,0,32,1,2,1,1,2,1,1,2,2,0,1,1,98.85,3145.9,1,8.053855297,1,0.000317874,1,1,0
0,0,1,1,11,1,1,2,0,0,0,0,0,0,0,1,2,20.45,250.8,8,5.524655809,8,0.003987241,0,0,0
0,1,1,0,52,1,2,1,2,1,2,1,2,2,0,1,2,104.2,5568.35,8,8.624854059,1,0.000179586,8,1,1
0,0,0,0,1,1,2,1,1,1,1,1,1,1,0,1,2,75.3,75.3,8,4.321480135,1,0.013280212,1,1,1
0,0,0,0,1,1,2,1,1,1,2,1,2,2,0,1,2,101.45,101.45,8,4.619566066,1,0.009857072,1,1,1
1,0,1,1,35,1,1,2,0,0,0,0,0,0,1,0,3,19.65,708.8,27,6.563573399,8,0.001410835,0,0,0
0,0,0,0,46,0,0,0,2,1,1,1,1,1,1,1,0,30.75,1489.3,0,7.30606149,0,0.000671456,8,1,0
1,0,1,1,14,1,2,2,0,0,0,0,0,0,0,0,3,25.55,372.45,27,5.920102801,8,0.002684924,0,0,0
0,1,0,0,3,1,2,1,1,2,1,1,1,1,0,1,2,81.35,233.7,8,5.454038242,1,0.00427899,1,1,1
0,0,0,1,0,1,1,2,0,0,0,0,0,0,2,0,3,20.25,486,27,6.186208624,8,0.002057613,0,0,0
1,1,0,0,52,0,0,0,1,2,2,2,2,1,0,1,2,50.5,2566.3,8,7.850220452,0,0.000389666,1,8,0
1,0,0,1,44,1,1,2,0,0,0,0,0,0,2,0,3,19.9,868.1,27,6.766306915,8,0.001151941,0,0,0
1,1,1,0,38,1,2,1,1,1,1,1,1,1,0,1,0,74.95,2869.85,0,7.962015043,1,0.00034845,1,1,1
0,0,1,0,42,1,1,2,0,0,0,0,0,0,2,0,2,20.25,835.5,8,6.728030348,8,0.001196888,0,0,0
1,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,3,20.05,83.3,27,4.422448549,8,0.012004802,0,0,0
0,0,1,1,68,1,1,1,2,1,2,1,1,1,2,0,1,80.35,5375.15,1,8.58954176,1,0.000186041,8,1,0
0,0,1,1,46,1,1,2,0,0,0,0,0,0,2,1,3,20.1,936.85,27,6.842523184,8,0.001067407,0,0,0
1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,3,70.75,70.75,27,4.259152537,1,0.014134276,1,1,1
0,0,0,0,18,0,0,0,2,1,2,1,1,1,0,0,3,33.6,550.35,27,6.310554439,0,0.001817026,8,1,0
1,0,0,0,33,1,2,1,1,1,1,1,1,2,0,1,2,83.35,2757.85,8,7.92220667,1,0.000362601,1,1,1
0,0,0,0,22,1,1,0,2,1,1,2,1,1,0,0,3,55.1,1253.15,27,7.13341566,0,0.000797989,8,8,0
1,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0,0,73.5,73.5,0,4.297285406,1,0.013605442,1,1,1
1,0,0,0,41,1,1,2,0,0,0,0,0,0,0,0,2,20.45,775.6,8,6.653636923,8,0.001289324,0,0,0
0,0,0,0,2,1,2,1,1,1,1,1,1,2,0,1,2,86,165.45,8,5.108669034,1,0.006044122,1,1,1
0,0,0,1,3,1,1,2,0,0,0,0,0,0,0,0,3,19.95,58.3,27,4.065602093,8,0.017152659,0,0,0
1,0,1,1,2,1,1,1,1,1,1,1,1,1,0,1,2,71.65,135.75,8,4.910814959,1,0.007366483,1,1,0
0,0,1,1,67,1,2,1,2,2,1,2,1,1,1,0,2,89.55,6038.55,8,8.705919196,1,0.000165603,8,8,0
1,0,1,0,47,1,1,2,0,0,0,0,0,0,2,0,0,19.65,921.55,0,6.826057035,8,0.001085128,0,0,0
0,0,1,0,72,1,2,1,1,2,2,2,2,2,2,1,2,108.4,7719.5,8,8.951504874,1,0.000129542,1,8,0
0,1,0,0,25,1,2,1,1,2,1,1,2,1,0,1,2,89.5,2196.15,8,7.694461106,1,0.000455342,1,1,1
0,0,1,0,71,1,2,0,1,2,2,2,2,2,2,0,1,84.2,5956.85,1,8.692297097,0,0.000167874,1,8,0
0,0,1,0,60,0,0,0,1,2,2,2,2,2,0,1,0,60.2,3582.4,0,8.183788246,0,0.000279142,1,8,0
1,0,1,1,35,1,1,2,0,0,0,0,0,0,2,0,1,19.7,730.4,1,6.593592329,8,0.001369113,0,0,0
1,0,1,0,66,1,2,1,1,2,2,2,1,1,1,1,0,90.55,6130.95,0,8.721104992,1,0.000163107,1,8,0
0,0,0,0,9,1,1,0,1,1,1,1,1,1,0,0,3,44.95,431,27,6.06610809,0,0.002320186,1,1,1
0,0,0,0,9,1,2,1,1,1,1,1,2,1,0,1,2,85.35,758.6,8,6.631474629,1,0.001318218,1,1,1
0,0,0,0,3,1,1,1,1,2,1,1,1,2,0,0,2,84.3,235.05,8,5.459798257,1,0.004254414,1,1,0
1,1,1,0,56,1,2,1,1,1,2,1,2,2,0,1,0,100.65,5688.05,0,8.646122762,1,0.000175807,1,1,1
1,0,0,0,62,1,2,1,2,2,2,1,1,1,1,1,2,92.05,5755.8,8,8.657963321,1,0.000173738,8,1,0
1,1,0,0,20,1,2,1,1,1,1,1,1,2,0,1,1,85.8,1727.5,1,7.454430556,1,0.000578871,1,1,1
0,0,1,1,68,0,0,0,2,2,1,1,2,1,1,0,3,44.8,2983.65,27,8.000902662,0,0.00033516,8,1,0
1,1,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,92.45,6440.25,1,8.770322638,0,0.000155273,8,8,1
1,0,1,1,30,1,2,1,1,1,2,1,2,2,0,1,2,100.05,3046.15,8,8.021633777,1,0.000328283,1,1,1
0,0,1,0,69,0,0,0,1,2,2,2,2,2,1,1,1,60.8,4263.4,1,8.357822243,0,0.000234555,1,8,0
0,0,0,0,2,1,2,1,1,2,1,1,1,1,0,1,2,82,184.65,8,5.218462141,1,0.005415651,1,1,1
0,0,1,0,51,1,1,0,2,2,2,2,2,2,2,1,1,83.85,4307.1,1,8.368020103,0,0.000232175,8,8,0
1,0,1,1,72,0,0,0,2,2,2,2,2,2,2,1,1,65.2,4784.45,1,8.473126355,0,0.00020901,8,8,0
1,0,0,0,17,1,1,2,0,0,0,0,0,0,1,0,3,19.55,280.85,27,5.637820719,8,0.00356062,0,0,0
0,0,1,1,37,1,1,2,0,0,0,0,0,0,1,0,1,19.8,677.05,1,6.517745125,8,0.001476996,0,0,0
1,0,0,0,38,1,1,1,2,2,2,1,1,1,0,1,1,83.9,3233.6,1,8.081351347,1,0.000309253,8,1,1
1,0,1,1,8,1,1,2,0,0,0,0,0,0,1,1,3,19.75,145,27,4.976733742,8,0.006896552,0,0,1
0,1,1,0,7,1,2,1,1,1,1,1,2,2,0,1,0,95.6,644.35,0,6.468242057,1,0.001551952,1,1,1
0,0,0,0,25,1,1,2,0,0,0,0,0,0,1,1,0,19.5,516.3,0,6.246687992,8,0.001936858,0,0,0
0,0,0,1,23,1,1,2,0,0,0,0,0,0,1,0,3,19.8,465.45,27,6.14300468,8,0.002148458,0,0,0
0,0,0,0,54,1,2,1,1,2,1,1,1,1,0,1,0,79.85,4308.25,0,8.368287068,1,0.000232113,1,1,0
1,0,1,1,65,1,2,0,2,2,2,2,2,2,2,1,3,90.45,5957.9,27,8.692473349,0,0.000167844,8,8,0
0,1,1,0,3,1,2,1,1,1,1,1,2,2,0,1,2,94.6,279.55,8,5.633181167,1,0.003577178,1,1,1
0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,2,25.1,25.1,8,3.222867846,0,0.039840637,1,1,1
0,0,0,0,66,1,1,0,2,2,1,1,1,1,1,1,3,54.8,3465.7,27,8.150669911,0,0.000288542,8,1,0
1,0,1,0,20,1,1,1,1,1,2,2,1,1,0,1,3,81,1683.7,27,7.428749032,1,0.00059393,1,8,0
0,0,1,1,53,1,1,0,1,2,1,2,2,1,0,0,1,65,3363.8,1,8.120826566,0,0.000297283,1,8,0
1,1,0,0,65,1,2,1,1,2,2,1,2,1,0,1,0,95.45,6223.3,0,8.736055592,1,0.000160686,1,1,0
0,0,0,0,4,1,2,1,1,2,1,1,1,1,0,0,2,78.45,330.05,8,5.799244158,1,0.003029844,1,1,1
1,0,0,0,13,1,1,1,1,2,2,1,1,1,0,1,2,79.25,1111.65,8,7.013600677,1,0.000899564,1,1,1
1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,3,19.85,19.85,27,2.988204007,8,0.050377834,0,0,0
1,0,1,1,49,1,2,0,1,2,1,2,2,2,2,0,0,79.3,3902.45,0,8.26935984,0,0.000256249,1,8,0
1,0,1,0,60,1,2,1,2,2,1,1,1,2,0,1,1,94.1,5475.9,1,8.608111925,1,0.000182618,8,1,0
0,0,0,0,24,1,2,1,1,1,1,1,2,2,0,1,2,94.1,2322.85,8,7.750550159,1,0.000430506,1,1,0
0,0,1,1,25,1,1,1,1,2,1,1,1,1,0,1,2,75.5,1901.05,8,7.550161644,1,0.000526025,1,1,0
1,0,0,0,1,0,0,0,2,1,1,1,1,1,0,0,3,29.9,29.9,27,3.39785848,0,0.033444816,8,1,0
0,0,0,0,71,1,2,1,1,2,1,1,1,1,1,1,1,79.05,5552.5,1,8.622003556,1,0.000180099,1,1,0
0,0,1,0,8,1,1,0,1,2,1,1,1,1,0,1,0,49.55,393.45,0,5.974953995,0,0.002541619,1,1,0
1,0,0,0,41,1,2,2,0,0,0,0,0,0,1,1,3,24.85,962.25,27,6.869274292,8,0.001039231,0,0,0
1,0,1,0,2,1,1,1,1,1,1,1,1,1,0,1,2,70.7,141.45,8,4.951946298,1,0.007069636,1,1,1
1,1,1,0,72,1,2,1,2,1,1,1,1,1,2,0,0,78.5,5602.25,0,8.630923582,1,0.0001785,8,1,0
1,0,0,0,5,1,2,2,0,0,0,0,0,0,0,0,3,25.45,134.75,27,4.90342121,8,0.00742115,0,0,0
1,0,1,0,58,1,2,1,1,2,2,1,1,2,1,1,2,94.3,5610.15,8,8.632332736,1,0.000178248,1,1,0
0,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,115.05,8016.6,0,8.989269671,1,0.000124741,8,8,0
1,0,1,0,56,1,2,1,1,1,2,2,2,2,2,0,0,103.2,5744.35,0,8.655972042,1,0.000174084,1,8,0
1,1,1,0,16,1,2,1,1,1,1,1,1,2,0,1,1,85.35,1375.15,1,7.226318095,1,0.000727193,1,1,1
0,0,0,0,8,1,1,0,2,1,2,1,1,2,0,1,2,66.7,579,8,6.361302478,0,0.001727116,8,1,0
0,0,0,0,1,1,2,0,1,1,1,1,1,1,0,0,3,50.75,50.75,27,3.926911618,0,0.019704433,1,1,0
0,0,0,0,35,1,1,1,1,2,2,1,2,2,1,1,0,102.35,3626.1,0,8.19591297,1,0.000275778,1,1,1
1,0,1,1,55,1,1,1,1,1,1,1,1,1,2,1,1,69.05,3842.6,1,8.2539045,1,0.00026024,1,1,0
1,0,0,1,13,1,1,0,1,1,2,2,1,1,0,0,3,53.45,718.1,27,6.576608835,0,0.001392564,1,8,0
0,0,0,0,19,1,2,1,1,2,1,1,2,2,0,1,2,99.95,1931.75,8,7.566181607,1,0.000517665,1,1,1
1,0,1,1,43,0,0,0,2,1,2,2,2,2,1,1,1,60.4,2640.55,1,7.878742508,0,0.000378709,8,8,0
0,0,1,1,60,1,2,2,0,0,0,0,0,0,1,0,1,23.95,1506.4,1,7.317477977,8,0.000663834,0,0,0
0,1,0,0,19,1,1,1,2,1,1,1,1,2,0,1,2,87.3,1637.3,8,7.400803823,1,0.000610762,8,1,0
0,0,1,1,32,1,1,2,0,0,0,0,0,0,2,0,3,18.95,613.95,27,6.419913492,8,0.001628797,0,0,0
1,0,1,1,61,1,2,2,0,0,0,0,0,0,2,1,3,24.2,1445.2,27,7.276002999,8,0.000691946,0,0,0
0,0,1,1,72,1,1,1,2,2,1,2,2,2,2,0,0,105.5,7611.55,0,8.937422109,1,0.000131379,8,8,0
1,0,0,0,68,1,2,0,1,2,2,1,2,2,2,1,2,80.65,5330.2,8,8.58114404,0,0.00018761,1,1,0
1,0,1,1,68,1,2,1,1,1,1,1,2,1,1,1,2,83,5685.8,8,8.645727117,1,0.000175877,1,1,1
0,1,0,0,11,1,1,1,1,1,1,1,1,2,0,1,2,78.5,874.2,8,6.773309182,1,0.001143903,1,1,0
1,0,1,1,36,1,1,0,2,1,1,1,1,1,0,0,1,51.05,1815,1,7.503840747,0,0.000550964,8,1,0
1,0,1,0,34,1,1,0,1,1,1,2,1,1,0,0,0,50.2,1815.3,0,7.504006022,0,0.000550873,1,8,0
0,0,0,0,69,1,1,2,0,0,0,0,0,0,2,1,0,19.3,1447.9,0,7.27786951,8,0.000690655,0,0,0
1,0,1,1,48,1,2,1,1,1,1,1,1,2,1,1,3,82.05,4029.95,27,8.301509248,1,0.000248142,1,1,1
1,0,1,1,58,1,2,1,1,2,2,1,2,2,1,1,1,105.2,6225.4,1,8.736392976,1,0.000160632,1,1,0
1,0,0,0,4,1,1,1,2,1,2,2,1,2,0,1,0,94.4,387.2,0,5.958941355,1,0.002582645,8,8,1
0,0,0,0,24,1,1,1,1,1,1,1,2,2,0,1,2,90.35,2238.5,8,7.713561278,1,0.000446728,1,1,1
1,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,88.15,6148.45,8,8.723955297,0,0.000162643,8,8,0
1,0,0,1,8,0,0,0,2,1,1,1,1,2,0,1,2,38.5,330.8,8,5.801513963,0,0.003022975,8,1,0
0,1,0,0,8,1,1,1,1,1,1,1,1,1,0,1,2,69.7,572.85,8,6.350623902,1,0.001745658,1,1,0
0,0,1,1,34,0,0,0,2,1,1,1,1,1,1,0,0,30.4,938.65,0,6.844442673,0,0.00106536,8,1,0
1,0,1,1,16,1,1,2,0,0,0,0,0,0,2,0,3,19.7,301.55,27,5.70893584,8,0.0033162,0,0,0
0,0,1,0,71,1,1,1,1,2,2,2,2,2,2,1,2,105.25,7291.75,8,8.894498851,1,0.000137141,1,8,0
1,0,0,1,9,1,1,0,1,1,2,2,2,2,0,1,3,72.9,651.4,27,6.479123893,0,0.001535155,1,8,1
0,0,0,0,5,1,1,0,1,2,1,1,1,1,0,1,2,51.35,262.3,8,5.569488887,0,0.003812429,1,1,0
1,0,0,0,70,1,2,0,2,2,2,2,2,2,2,0,1,89.75,6367.2,1,8.758915091,0,0.000157055,8,8,0
0,0,1,0,66,1,2,0,2,2,2,2,2,2,2,0,0,91.7,6075.9,0,8.712085405,0,0.000164585,8,8,0
0,0,1,1,68,1,2,1,1,2,1,1,2,2,1,1,1,101.05,6770.5,1,8.820330218,1,0.0001477,1,1,0
