gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService    ,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract      ,PaperlessBilling,PaymentMethod            ,MonthlyCharges,TotalCharges,PaymentMethod**3,log(TotalCharges),InternetService**3,1/TotalCharges,OnlineSecurity**3,TechSupport**3,Churn,sample weights
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,94.4,94.4,8.0,4.547541073151455,1.0,0.01059322033898305,1.0,1.0,1.0,0.9959687594831579
0.0,0.0,1.0,1.0,49.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,98.35,4889.2,8.0,8.494783969903107,1.0,0.0002045324388448008,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,26.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,83.95,2254.2,8.0,7.720550421807978,1.0,0.0004436163605713779,1.0,1.0,1.0,1.0039081492033508
0.0,0.0,1.0,1.0,57.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,70.1,3913.3,0.0,8.272136286790136,0.0,0.0002555388035673217,8.0,1.0,1.0,0.9959687594831579
0.0,0.0,0.0,0.0,15.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,19.6,331.6,27.0,5.80392942326114,8.0,0.0030156815440289505,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,53.95,2375.4,27.0,7.77292112334014,0.0,0.00042098172939294433,1.0,1.0,1.0,1.0039081492033508
1.0,0.0,0.0,0.0,44.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,106.05,4510.8,8.0,8.414229800358132,1.0,0.00022169016582424404,8.0,1.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,65.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,104.1,6700.05,0.0,8.809870268037779,1.0,0.00014925261751777972,1.0,8.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,96.0,2122.45,8.0,7.6603263607819985,1.0,0.0004711536196376829,1.0,8.0,1.0,1.0039081492033508
1.0,1.0,0.0,0.0,72.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.4,1809.35,0.0,7.500722943740171,8.0,0.0005526846657639484,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,1.0,0.0,53.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,91.15,4862.5,8.0,8.489307987926702,1.0,0.00020565552699228792,1.0,8.0,0.0,1.0014364970416356
0.0,0.0,1.0,0.0,61.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.3,1554.9,0.0,7.3491665138637705,8.0,0.0006431281754453662,0.0,0.0,0.0,1.0014364970416356
0.0,0.0,1.0,0.0,55.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,89.8,4959.6,0.0,8.509080371305688,1.0,0.0002016291636422292,8.0,1.0,0.0,1.0014364970416356
1.0,0.0,1.0,0.0,72.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,24.8,1874.3,1.0,7.535990535364939,8.0,0.0005335325188070213,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,1.0,0.0,67.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.85,1327.4,0.0,7.190977420711825,8.0,0.0007533524182612625,0.0,0.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,85.3,781.4,1.0,6.66108718262097,1.0,0.001279754287176862,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,40.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,104.5,4036.85,1.0,8.303219963858442,1.0,0.0002477178988567819,1.0,1.0,1.0,1.0039081492033508
1.0,0.0,1.0,1.0,72.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,106.1,7848.5,0.0,8.968077709715262,1.0,0.0001274128814423138,8.0,1.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.4,181.8,27.0,5.202907181743378,8.0,0.0055005500550055,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,54.4,475.1,8.0,6.163525308192876,0.0,0.0021048200378867604,1.0,1.0,0.0,0.9986222617178715
0.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.15,91.4,8.0,4.515245478460105,8.0,0.010940919037199124,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,64.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,91.8,5960.5,8.0,8.692909649158056,1.0,0.00016777116013757235,8.0,1.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,49.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,103.7,5036.3,0.0,8.524426964478117,1.0,0.00019855846554017828,1.0,1.0,1.0,1.0039081492033508
0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,38.9,664.4,8.0,6.49888437773914,0.0,0.0015051173991571343,8.0,1.0,0.0,1.0014364970416356
0.0,0.0,1.0,0.0,61.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,93.7,5860.7,0.0,8.67602432936192,1.0,0.00017062808196973057,8.0,8.0,0.0,1.0014364970416356
1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,45.75,344.2,27.0,5.841222883777439,0.0,0.002905287623474724,1.0,1.0,0.0,0.9986222617178715
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,79.1,79.1,8.0,4.370712874773608,1.0,0.012642225031605564,1.0,1.0,1.0,1.0039081492033508
0.0,1.0,0.0,0.0,31.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,73.9,2217.15,8.0,7.703977866326191,1.0,0.0004510294747761766,1.0,1.0,1.0,0.9959687594831579
1.0,0.0,0.0,0.0,36.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,65.4,2498.4,27.0,7.823405805968869,0.0,0.00040025616394492473,1.0,8.0,1.0,1.0039081492033508
1.0,0.0,0.0,0.0,35.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,55.25,1924.1,27.0,7.562213604926971,0.0,0.0005197235070942259,8.0,1.0,0.0,0.9986222617178715
0.0,0.0,1.0,1.0,49.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,61.75,3024.15,0.0,8.01438533924383,0.0,0.0003306714283352347,8.0,8.0,0.0,1.0014364970416356
0.0,1.0,1.0,1.0,47.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,70.55,3309.25,0.0,8.10447685659388,1.0,0.0003021832741557755,1.0,1.0,1.0,0.9959687594831579
0.0,1.0,1.0,0.0,27.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,101.25,2754.45,8.0,7.920973064633298,1.0,0.0003630488845323023,8.0,1.0,1.0,0.9959687594831579
1.0,0.0,0.0,0.0,29.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,19.8,572.2,27.0,6.34948858061601,8.0,0.0017476406850751485,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,44.25,313.45,27.0,5.747639857719977,0.0,0.00319030148349019,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,49.4,611.65,8.0,6.416160223492925,0.0,0.0016349219324777243,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,51.1,531.15,8.0,6.275044467226023,0.0,0.0018827073331450627,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,50.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,103.7,5071.05,8.0,8.531303175734578,1.0,0.00019719781899212195,1.0,8.0,1.0,1.0039081492033508
1.0,0.0,1.0,0.0,69.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,92.45,6460.55,27.0,8.773469732471387,1.0,0.00015478558327077416,1.0,8.0,0.0,0.9986222617178715
0.0,0.0,1.0,1.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,87.8,2621.75,1.0,7.871597312714514,1.0,0.0003814246209592829,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,1.0,0.0,64.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,105.4,6794.75,0.0,8.823905534149764,1.0,0.00014717244931748778,1.0,8.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,53.35,3090.05,1.0,8.03594255099065,0.0,0.00032361935891005,1.0,8.0,0.0,0.9986222617178715
0.0,1.0,1.0,0.0,54.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,18.95,1031.1,27.0,6.938381472523898,8.0,0.000969838037047813,0.0,0.0,0.0,1.0014364970416356
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.3,70.3,8.0,4.252771798816619,1.0,0.01422475106685633,1.0,1.0,1.0,1.0039081492033508
0.0,0.0,1.0,0.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,93.45,4872.2,8.0,8.491300859450288,1.0,0.00020524609006198434,1.0,8.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,52.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,24.8,1229.1,27.0,7.114037473220935,8.0,0.0008136034496786267,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,1.0,1.0,47.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,85.3,4107.25,1.0,8.320508983786446,0.0,0.0002434719094284497,8.0,8.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,41.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,114.5,4527.45,0.0,8.41791414607428,1.0,0.0002208748854211532,8.0,8.0,1.0,0.9959687594831579
1.0,0.0,1.0,1.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,74.9,1107.25,0.0,7.009634742803308,1.0,0.0009031384059607134,1.0,1.0,1.0,1.0039081492033508
0.0,1.0,1.0,0.0,37.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,19.6,727.8,27.0,6.59002628517806,8.0,0.0013740038472107722,0.0,0.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,71.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,113.15,7993.3,1.0,8.986358969762916,1.0,0.00012510477524927126,8.0,8.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,80.5,232.35,8.0,5.448244855530987,1.0,0.004303851947493006,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,56.75,1304.85,0.0,7.173843370621659,0.0,0.0007663716135954325,1.0,8.0,0.0,0.9986222617178715
0.0,0.0,1.0,0.0,59.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,93.35,5386.5,8.0,8.591651102334247,1.0,0.000185649308456326,1.0,8.0,0.0,1.0014364970416356
0.0,0.0,0.0,1.0,37.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.3,755.4,0.0,6.627247410278357,8.0,0.0013238019592268996,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,54.45,87.3,27.0,4.469350462845557,0.0,0.01145475372279496,8.0,8.0,0.0,0.9986222617178715
1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,29.9,92.25,8.0,4.524502282920636,0.0,0.01084010840108401,1.0,8.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,18.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,80.65,1451.9,8.0,7.280628322489642,1.0,0.000688752668916592,1.0,1.0,1.0,1.0039081492033508
1.0,0.0,1.0,0.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,80.85,866.45,0.0,6.764404404086254,1.0,0.0011541346875180332,8.0,8.0,1.0,1.0039081492033508
0.0,1.0,0.0,0.0,13.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,82.0,1127.2,8.0,7.02749196058447,1.0,0.0008871540099361249,1.0,1.0,1.0,0.9959687594831579
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.25,70.25,8.0,4.2520603082138555,1.0,0.014234875444839857,1.0,1.0,0.0,1.0014364970416356
1.0,0.0,0.0,1.0,66.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,19.95,1269.1,1.0,7.146063266816118,8.0,0.0007879599716334411,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,60.9,688.5,8.0,6.53451531816871,0.0,0.0014524328249818446,1.0,8.0,0.0,0.9986222617178715
0.0,0.0,1.0,0.0,71.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,89.3,6388.65,1.0,8.762278257445802,0.0,0.0001565275919012624,8.0,8.0,0.0,1.0014364970416356
1.0,0.0,1.0,0.0,72.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,84.45,6033.1,27.0,8.705016253804798,0.0,0.00016575226666224659,8.0,8.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,20.5,76.95,8.0,4.343155860284888,8.0,0.01299545159194282,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,24.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,81.0,1923.85,0.0,7.56208366560845,0.0,0.0005197910440003119,8.0,8.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,17.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,95.65,1640.0,0.0,7.402451520818244,1.0,0.0006097560975609756,1.0,8.0,0.0,0.9986222617178715
0.0,0.0,0.0,1.0,22.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,84.75,1816.75,8.0,7.5048044694967455,1.0,0.0005504334663547544,1.0,1.0,0.0,1.0014364970416356
0.0,1.0,0.0,0.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,70.55,2419.0,8.0,7.791109510610028,1.0,0.00041339396444811904,1.0,1.0,0.0,1.0014364970416356
0.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,91.25,2351.8,8.0,7.762936271389315,1.0,0.00042520622501913426,1.0,1.0,1.0,0.9959687594831579
0.0,0.0,1.0,0.0,48.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,45.3,2145.0,0.0,7.6708948313621175,0.0,0.0004662004662004662,8.0,1.0,1.0,0.9959687594831579
1.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,19.15,124.4,27.0,4.823502180305079,8.0,0.008038585209003215,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,19.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,103.3,2012.7,8.0,7.607232383236952,1.0,0.0004968450340338849,1.0,8.0,1.0,1.0039081492033508
1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,96.5,492.55,0.0,6.199595978301688,1.0,0.002030250735965892,1.0,1.0,1.0,1.0039081492033508
0.0,1.0,0.0,0.0,52.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,59.85,3103.25,0.0,8.040205228396058,0.0,0.0003222428099573028,8.0,1.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,34.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.1,980.35,0.0,6.887909650761431,8.0,0.001020043861886061,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,38.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,20.1,730.1,27.0,6.59318151106204,8.0,0.0013696753869332967,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,0.0,1.0,19.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,75.9,1375.6,27.0,7.226645278558111,0.0,0.0007269555103227683,8.0,8.0,0.0,1.0014364970416356
1.0,1.0,1.0,0.0,40.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,101.85,4086.3,8.0,8.315395194121406,1.0,0.0002447201624941879,8.0,1.0,1.0,1.0039081492033508
0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,40.3,1172.95,8.0,7.067277221999022,0.0,0.0008525512596444861,1.0,1.0,1.0,0.9959687594831579
1.0,0.0,1.0,0.0,71.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.45,1730.65,0.0,7.456252339469137,8.0,0.0005778175829890504,0.0,0.0,0.0,0.9986222617178715
0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,69.6,69.6,8.0,4.242764567340374,1.0,0.014367816091954025,1.0,1.0,1.0,0.9959687594831579
0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.5,38.25,0.0,3.644143560272545,8.0,0.026143790849673203,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,11.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,59.65,683.25,0.0,6.526860824808177,0.0,0.0014635931211123307,1.0,1.0,0.0,0.9986222617178715
0.0,1.0,0.0,0.0,13.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,95.05,1290.0,8.0,7.162397497355718,1.0,0.0007751937984496124,1.0,1.0,1.0,0.9959687594831579
0.0,0.0,1.0,0.0,29.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.85,573.05,27.0,6.350972972942708,8.0,0.0017450484250937964,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,1.0,0.0,24.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,101.05,2391.8,8.0,7.779801499534707,1.0,0.00041809515845806503,1.0,1.0,1.0,1.0039081492033508
1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,90.75,174.75,27.0,5.163356381113919,1.0,0.005722460658082976,8.0,1.0,0.0,0.9986222617178715
1.0,1.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,93.95,2861.45,27.0,7.959083768343359,1.0,0.00034947316919743486,1.0,1.0,0.0,0.9986222617178715
0.0,1.0,0.0,0.0,23.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,79.35,1835.3,27.0,7.514963234864426,1.0,0.0005448700484934343,1.0,1.0,0.0,1.0014364970416356
0.0,0.0,1.0,1.0,7.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,69.45,477.05,8.0,6.167621307197855,0.0,0.0020962163295252067,8.0,1.0,0.0,1.0014364970416356
0.0,1.0,0.0,0.0,53.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,96.75,5206.55,27.0,8.557672727304228,1.0,0.00019206576331735987,8.0,8.0,0.0,1.0014364970416356
0.0,0.0,1.0,1.0,72.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,24.9,1859.2,27.0,7.527901566657592,8.0,0.0005378657487091222,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,75.35,2243.9,0.0,7.7159707023697575,0.0,0.00044565265831810684,1.0,8.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,79.7,586.05,8.0,6.373405110169189,1.0,0.0017063390495691494,1.0,1.0,1.0,0.9959687594831579
1.0,0.0,0.0,0.0,48.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,19.85,916.0,1.0,6.82001636467413,8.0,0.001091703056768559,0.0,0.0,0.0,0.9986222617178715
0.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,79.85,2015.35,0.0,7.608548156567631,1.0,0.0004961917284838862,8.0,1.0,1.0,0.9959687594831579
0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.05,164.85,27.0,5.10503596951774,8.0,0.006066120715802245,0.0,0.0,1.0,0.9959687594831579
0.0,0.0,1.0,0.0,26.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,26.0,684.05,27.0,6.528031014366123,8.0,0.0014618814414151012,0.0,0.0,0.0,1.0014364970416356
1.0,0.0,1.0,1.0,70.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,25.35,1715.15,27.0,7.447255819332177,8.0,0.0005830393843104101,0.0,0.0,0.0,0.9986222617178715
1.0,1.0,1.0,1.0,71.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,19.8,1388.45,1.0,7.235943296015653,8.0,0.0007202275919190464,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,72.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,65.65,4664.5,0.0,8.447735926401016,0.0,0.0002143852502947797,8.0,8.0,0.0,0.9986222617178715
0.0,0.0,1.0,1.0,57.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,84.5,4845.4,8.0,8.485785080256557,0.0,0.0002063813101085566,8.0,8.0,0.0,1.0014364970416356
0.0,0.0,0.0,0.0,72.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,115.05,8405.0,1.0,9.036582045842716,1.0,0.0001189767995240928,8.0,8.0,0.0,1.0014364970416356
1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,55.8,154.55,27.0,5.040517668578126,0.0,0.006470397929472662,1.0,8.0,0.0,0.9986222617178715
1.0,0.0,1.0,1.0,72.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,84.5,6130.85,1.0,8.721088681634003,1.0,0.0001631095198871282,1.0,1.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.3,70.3,8.0,4.252771798816619,1.0,0.01422475106685633,1.0,1.0,1.0,1.0039081492033508
1.0,0.0,1.0,0.0,49.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,94.8,4690.65,8.0,8.45332644458777,1.0,0.00021319006960655775,1.0,1.0,0.0,0.9986222617178715
1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,19.75,0.0,2.9831534913471307,8.0,0.05063291139240506,0.0,0.0,0.0,0.9986222617178715
1.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,40.65,970.55,1.0,6.8778629211171,0.0,0.0010303436195971357,8.0,1.0,0.0,0.9986222617178715
